TicketNo,First Name,Last Name,HomePlanet,Cabin,Destination,BodyState,Age,VIP,RoomService,FoodCourt,Mall,Spa,VR Deck,Transported
7846-2,Caiamin,Bradissive,Trapist 1e,Delta-0309-R,Kepler 442b,Cryostasis,25,NO,0,0,0,0,0,*System Error*
7847-1,Ireene,Boyersons,Earth,Kappa-1262-L,Kepler 186f,Normal,36,NO,0,89.1,6108.3,0,2781.9,FALSE
7848-1,Neypus,Pine,55-Cancri e,,Kepler 186f,,31,NO,10414.8,0,6286.5,0,0,FALSE
7848-2,Beass,Pine,55-Cancri e,Gamma-1502-R,Kepler 186f,Cryostasis,48,NO,0,0,0,0,0,TRUE
7849-1,Tonnie,Ewisentley,Earth,Kappa-1272-R,Kepler 186f,Normal,23,NO,5524.2,623.7,0,0,0,FALSE
7850-1,Womel,Melie,55-Cancri e,Zeta-0515-R,Kepler 186f,Cryostasis,43,NO,0,0,0,0,0,FALSE
7851-1,Ales,Cha,55-Cancri e,Gamma-1630-L,Kepler 186f,Cryostasis,47,NO,0,0,0,0,0,TRUE
7852-1,Davisy,Folemonley,Earth,Zeta-0509-L,Kepler 186f,Normal,17,NO,0,59.4,0,9711.9,0,FALSE
7853-1,Gran,Chpie,,Gamma-1503-R,Kepler 186f,Normal,44,NO,12147.3,7652.7,138.6,0,0,FALSE
7853-2,Gon,Chpie,55-Cancri e,Zeta-0516-R,Kepler 186f,Normal,33,NO,1643.4,0,2940.3,8266.5,0,FALSE
7853-3,Cranch,Chpie,55-Cancri e,Gamma-1503-R,Kepler 186f,Cryostasis,11,NO,0,0,0,0,0,TRUE
7854-1,Melara,Mcguirez,Earth,Kappa-1263-L,Kepler 442b,,18,NO,0,0,0,0,0,*System Error*
7855-1,Shawne,Gallard,Earth,Zeta-0517-R,Kepler 186f,Normal,20,NO,19.8,425.7,69.3,0,8444.7,*System Error*
7856-1,Darrie,Contrevins,Earth,Gamma-1504-R,Kepler 186f,Normal,35,,0,0,0,1544.4,6138,FALSE
7857-1,Ricard,Gordond,Earth,Kappa-1264-L,Kepler 452b,Cryostasis,26,NO,0,0,0,0,0,*System Error*
7858-1,Grette,Kramorry,Earth,Kappa-1265-L,Kepler 186f,Normal,22,NO,89.1,0,0,247.5,8028.9,FALSE
7858-2,Ward,Kramorry,Earth,Gamma-1631-L,Kepler 442b,Normal,18,NO,0,108.9,0,8543.7,0,FALSE
7858-3,Tinez,Kramorry,Earth,Gamma-1631-L,Kepler 186f,Normal,42,NO,6276.6,594,1326.6,0,0,FALSE
7859-1,Shams,Jafl??,,Gamma-1505-R,Kepler 186f,Normal,24,NO,5445,0,7306.2,0,0,TRUE
7860-1,Lyde,Pottonalden,Earth,Zeta-0510-L,Kepler 186f,Normal,24,NO,0,0,0,0,7821,*System Error*
7861-1,Krisa,Wheelez,Earth,Kappa-1266-L,Kepler 186f,Cryostasis,7,,0,0,0,0,0,FALSE
7862-1,Milda,Delazarson,Earth,Kappa-1267-L,Kepler 186f,Cryostasis,18,NO,0,0,0,0,0,*System Error*
7863-1,Tine,Popelacruz,Earth,Gamma-1506-R,Kepler 186f,Normal,18,NO,980.1,5108.4,19473.3,0,59.4,TRUE
7864-1,Elly,Potterry,Earth,Gamma-1507-R,Kepler 442b,Normal,38,NO,188.1,4385.7,17513.1,0,29.7,TRUE
7865-1,Celava,Secont,Trapist 1e,Epsilon-0294-R,Kepler 452b,Cryostasis,31,NO,0,0,0,0,0,TRUE
7865-2,Kaffias,Secont,Trapist 1e,Epsilon-0294-R,Kepler 186f,Cryostasis,33,NO,0,0,0,0,0,TRUE
7865-3,Meratzn,Secont,Trapist 1e,Epsilon-0294-R,Kepler 442b,Cryostasis,42,NO,0,0,0,0,0,TRUE
7866-1,Tabdhib,Heeroling,Trapist 1e,Epsilon-0256-L,Kepler 442b,Normal,44,NO,0,166874.4,0,43005.6,9672.3,FALSE
7867-1,Gretty,Domington,Earth,Gamma-1632-L,Kepler 186f,Normal,38,NO,990,6732,9.9,891,0,*System Error*
7868-1,Elly,Hayerson,Earth,Zeta-0518-R,Kepler 442b,Normal,18,NO,61934.4,0,0,9.9,207.9,FALSE
7869-1,Ernice,Hammons,Earth,Gamma-1633-L,Kepler 186f,Normal,42,NO,0,0,0,5435.1,1386,*System Error*
7870-1,Caphirk,Matimple,Trapist 1e,Delta-0258-L,Kepler 186f,Cryostasis,39,NO,0,0,0,0,0,TRUE
7871-1,Alendy,Stannondez,Earth,,Kepler 186f,Cryostasis,20,NO,0,0,0,0,0,TRUE
7872-1,Elancy,Wardendez,Earth,Kappa-1268-L,Kepler 186f,,3,NO,0,0,0,0,0,FALSE
7872-2,All,Sweett,Earth,Kappa-1268-L,Kepler 186f,Normal,40,NO,0,0,0,16968.6,0,FALSE
7872-3,Leony,Wardendez,Earth,Gamma-1634-L,Kepler 186f,Normal,26,NO,1296.9,1227.6,4039.2,1940.4,89.1,FALSE
7872-4,Salley,Wardendez,Earth,Kappa-1268-L,Kepler 186f,Normal,7,NO,0,0,0,0,0,FALSE
7872-5,Chesty,Wardendez,Earth,Kappa-1268-L,Kepler 186f,Cryostasis,2,NO,0,0,0,0,0,TRUE
7872-6,Herita,Wardendez,Earth,Kappa-1268-L,Kepler 452b,Normal,8,NO,0,0,0,0,0,TRUE
7873-1,Eduana,Carpentley,,Gamma-1635-L,Kepler 186f,Normal,26,NO,5633.1,1544.4,0,118.8,0,FALSE
7873-2,Monard,Carpentley,Earth,Gamma-1635-L,Kepler 186f,Normal,20,NO,0,7137.9,0,247.5,9.9,TRUE
7874-1,Karena,Oneidson,Earth,Gamma-1636-L,Kepler 186f,Normal,22,NO,9939.6,0,217.8,29.7,0,*System Error*
7874-2,Ale,Oneidson,Earth,Zeta-0511-L,Kepler 442b,Normal,26,NO,0,3474.9,2861.1,0,0,*System Error*
7875-1,Geonkaa,Cattyried,Trapist 1e,Delta-0310-R,Kepler 442b,Cryostasis,27,NO,0,0,0,0,0,TRUE
7876-1,Graisp,Sacre,55-Cancri e,Zeta-0512-L,Kepler 186f,Normal,28,NO,0,0,0,0,0,*System Error*
7877-1,Elicia,Fultz,Earth,Kappa-1269-L,Kepler 186f,Normal,50,NO,0,17206.2,0,188.1,0,FALSE
7878-1,Vane,Nieldsond,Earth,Kappa-1270-L,Kepler 186f,Normal,19,NO,0,0,316.8,0,6662.7,FALSE
7879-1,Stancy,Horthy,Earth,Kappa-1271-L,Kepler 186f,Normal,26,NO,0,4732.2,702.9,108.9,1603.8,FALSE
7880-1,Chelik,Conale,Trapist 1e,Beta-0085-L,Kepler 186f,Cryostasis,32,,0,0,0,0,0,*System Error*
7880-2,Scelava,Monpreery,Trapist 1e,Beta-0085-L,Kepler 442b,Normal,29,NO,0,4712.4,207.9,19.8,20463.3,*System Error*
7881-1,Rald,Crosbornes,Earth,Gamma-1508-R,Kepler 186f,Normal,48,NO,2455.2,0,0,39.6,0,FALSE
7882-1,Gabrin,Coxterez,Earth,Kappa-1272-L,Kepler 186f,Cryostasis,35,NO,0,0,0,0,0,FALSE
7882-2,Luise,Coxterez,Earth,Kappa-1272-L,Kepler 186f,Normal,12,NO,0,0,0,0,0,TRUE
7883-1,Kenny,Deckley,Earth,Kappa-1273-L,Kepler 186f,Cryostasis,39,NO,0,0,0,0,0,TRUE
7884-1,Grioss,Cone,55-Cancri e,Zeta-0513-L,Kepler 186f,Normal,24,NO,15939,19.8,4603.5,0,0,FALSE
7885-1,Tancis,Potters,Earth,Kappa-1274-L,Kepler 186f,Cryostasis,27,NO,0,0,0,0,0,TRUE
7886-1,Gracey,Gaington,Earth,Kappa-1275-L,Kepler 186f,Normal,18,NO,0,108.9,0,79.2,8187.3,FALSE
7887-1,Hughy,Morrows,Earth,Kappa-1276-L,Kepler 186f,Cryostasis,25,NO,0,0,0,0,0,*System Error*
7888-1,Erie,Woodwinez,Earth,Zeta-0519-R,Kepler 186f,Normal,31,NO,366.3,0,6375.6,0,1752.3,TRUE
7889-1,Halleth,Gulcepusy,Trapist 1e,Epsilon-0257-L,Kepler 452b,Cryostasis,36,NO,0,0,0,0,0,TRUE
7890-1,Chrisa,Reenez,Earth,Gamma-1509-R,Kepler 186f,Normal,59,NO,0,2653.2,0,1079.1,5880.6,FALSE
7890-2,Edgary,Reenez,Earth,Kappa-1274-R,Kepler 442b,Cryostasis,19,NO,0,0,0,0,0,TRUE
7890-3,Sonnie,Scottney,Earth,,Kepler 186f,Cryostasis,18,NO,0,0,0,0,0,TRUE
7891-1,Guada,Duffmaney,Earth,Kappa-1275-R,Kepler 442b,Cryostasis,3,NO,0,0,0,0,0,TRUE
7891-2,Rosey,Duffmaney,Earth,,Kepler 186f,,15,NO,336.6,9.9,0,8157.6,287.1,FALSE
7892-1,Colax,Mity,55-Cancri e,Gamma-1637-L,Kepler 186f,Normal,20,NO,1940.4,0,7365.6,0,0,TRUE
7893-1,Chamak,Polksy,Trapist 1e,Epsilon-0295-R,Kepler 186f,Cryostasis,24,NO,0,0,0,0,0,*System Error*
7893-2,Phacton,Polksy,Trapist 1e,Epsilon-0295-R,Kepler 442b,Cryostasis,56,NO,0,0,0,0,0,*System Error*
7893-3,Matark,Polksy,Trapist 1e,Epsilon-0295-R,Kepler 442b,Cryostasis,49,,0,0,0,0,0,*System Error*
7893-4,Gorabba,Polksy,Trapist 1e,Epsilon-0295-R,Kepler 442b,Cryostasis,32,NO,0,0,0,0,0,*System Error*
7893-5,Mothab,Polksy,Trapist 1e,Epsilon-0295-R,Kepler 186f,Cryostasis,41,NO,0,0,0,0,0,*System Error*
7894-1,Jenne,Jacostarks,Earth,Zeta-0520-R,Kepler 442b,Normal,30,NO,455.4,673.2,5831.1,871.2,0,TRUE
7895-1,Lynez,Brooke,Earth,Gamma-1510-R,Kepler 442b,Normal,22,NO,1009.8,89.1,207.9,4593.6,1029.6,FALSE
7896-1,Bobbyn,Baxterson,Earth,Gamma-1511-R,Kepler 186f,Normal,20,NO,1871.1,9355.5,39.6,1306.8,0,*System Error*
7897-1,Altares,Ancontaked,Trapist 1e,Epsilon-0296-R,Kepler 442b,Cryostasis,45,,0,0,0,0,0,TRUE
7898-1,Lonna,Lambles,Earth,Gamma-1638-L,Kepler 186f,Normal,19,NO,6048.9,1722.6,0,39.6,148.5,*System Error*
7899-1,Benry,Hinesh,Earth,Kappa-1276-R,Kepler 186f,Cryostasis,71,NO,0,0,0,0,0,FALSE
7899-2,Randa,Hinesh,Earth,Kappa-1276-R,Kepler 186f,Normal,41,NO,0,0,138.6,7771.5,99,FALSE
7899-3,Margio,Boyers,Earth,Kappa-1276-R,Kepler 186f,Cryostasis,3,NO,0,0,0,0,0,TRUE
7900-1,Murie,Clayson,Earth,Gamma-1512-R,Kepler 442b,Normal,49,NO,0,9.9,425.7,0,5979.6,*System Error*
7901-1,Tive,Curie,55-Cancri e,Gamma-1513-R,Kepler 186f,Cryostasis,38,NO,0,0,0,0,0,TRUE
7902-1,Dianie,Villenson,Earth,Kappa-1277-L,Kepler 186f,,62,NO,0,0,0,0,0,FALSE
7902-2,Margio,Georgasey,Earth,Kappa-1277-L,Kepler 452b,Cryostasis,19,NO,0,0,0,0,0,TRUE
7902-3,Jodye,Georgasey,Earth,Kappa-1277-L,Kepler 186f,Cryostasis,51,NO,0,0,0,0,0,FALSE
7902-4,Luison,Villenson,Earth,Kappa-1277-L,Kepler 186f,Normal,25,NO,9.9,6930,0,69.3,1346.4,FALSE
7903-1,Ricard,Weberton,Earth,Gamma-1639-L,Kepler 186f,Normal,40,NO,4672.8,0,0,1712.7,0,FALSE
7904-1,Joelan,Pughlinsons,Earth,,Kepler 186f,Cryostasis,54,NO,0,0,0,0,0,TRUE
7904-2,Hilia,Pughlinsons,Earth,Kappa-1278-L,Kepler 186f,Normal,28,NO,4801.5,79.2,39184.2,0,0,TRUE
7905-1,Zinor,Axlentindy,Trapist 1e,Epsilon-0297-R,Kepler 186f,Normal,33,NO,0,861.3,0,22403.7,2217.6,FALSE
7905-2,Menkibi,Axlentindy,Trapist 1e,Epsilon-0297-R,Kepler 186f,Cryostasis,50,NO,0,0,0,0,0,TRUE
7905-3,Meram,Axlentindy,Trapist 1e,Epsilon-0297-R,Kepler 442b,Normal,27,,14176.8,12701.7,0,1762.2,49836.6,FALSE
7906-1,Elly,Whitakers,Earth,Kappa-1277-R,Kepler 186f,Normal,16,NO,0,49.5,0,8929.8,118.8,*System Error*
7907-1,Erfros,Nate,55-Cancri e,Gamma-1514-R,Kepler 186f,Cryostasis,26,NO,0,0,0,0,0,TRUE
7908-1,Alzirk,Aneetle,Trapist 1e,Delta-0311-R,Kepler 442b,Cryostasis,26,NO,0,0,0,0,0,TRUE
7909-1,Thel,Flynnis,Earth,Gamma-1515-R,Kepler 186f,Normal,49,NO,0,1613.7,0,1732.5,3752.1,*System Error*
7909-2,Eilace,Flynnis,Earth,Zeta-0521-R,Kepler 186f,,22,NO,79.2,0,0,0,15958.8,*System Error*
7910-1,Fery,Rushing,Earth,Gamma-1640-L,,Normal,31,NO,39.6,6306.3,0,0,29.7,FALSE
7911-1,Fayey,Holcompton,Earth,Kappa-1278-R,Kepler 186f,Cryostasis,20,NO,0,0,0,0,0,*System Error*
7912-1,Gwenda,Fryersonis,Earth,Zeta-0514-L,Kepler 186f,Normal,22,NO,12721.5,2267.1,0,0,69.3,*System Error*
7913-1,Almara,Whitakers,Earth,Kappa-1279-R,Kepler 186f,Cryostasis,2,NO,0,0,0,0,0,TRUE
7914-1,Hilia,Munozaley,Earth,Kappa-1279-L,Kepler 186f,Cryostasis,24,NO,0,0,0,0,0,FALSE
7914-2,Marynk,Munozaley,Earth,Kappa-1279-L,Kepler 186f,Normal,25,NO,0,792,1049.4,3405.6,0,FALSE
7914-3,Eriky,Munozaley,Earth,Kappa-1279-L,Kepler 186f,Normal,48,NO,3930.3,0,3177.9,0,49.5,TRUE
7915-1,Dilk,Ecart,55-Cancri e,Zeta-0522-R,Kepler 186f,Cryostasis,21,NO,0,0,0,0,0,*System Error*
7915-2,Orz,Ecart,55-Cancri e,,Kepler 186f,Normal,21,NO,18384.3,0,257.4,0,0,*System Error*
7915-3,Alspil,Ecart,55-Cancri e,Zeta-0522-R,Kepler 186f,Cryostasis,24,NO,0,0,0,0,0,*System Error*
7916-1,Elson,Mayods,Earth,Kappa-1280-L,Kepler 186f,Cryostasis,39,NO,0,0,0,0,0,FALSE
7917-1,Guadae,Carterson,Earth,Kappa-1281-L,Kepler 186f,Cryostasis,17,NO,0,0,0,0,0,*System Error*
7918-1,Allift,Fl??,55-Cancri e,Gamma-1641-L,Kepler 186f,Cryostasis,25,NO,0,0,0,0,0,TRUE
7919-1,Cliney,Hoodgers,Earth,Kappa-1282-L,Kepler 186f,Normal,22,NO,891,0,8088.3,0,0,FALSE
7920-1,Anamse,Backe,55-Cancri e,Gamma-1516-R,Kepler 186f,Cryostasis,43,NO,0,0,0,0,0,TRUE
7921-1,Lops,Berte,55-Cancri e,Gamma-1517-R,Kepler 186f,Normal,28,NO,782.1,653.4,9335.7,0,683.1,*System Error*
7921-2,Cinst,Berte,55-Cancri e,Zeta-0523-R,Kepler 186f,Normal,28,NO,8721.9,326.7,930.6,396,0,*System Error*
7922-1,Lloyde,Llobsoney,Earth,Gamma-1518-R,Kepler 186f,Normal,40,NO,29997,782.1,0,0,0,FALSE
7923-1,Heremy,Wilderssen,Earth,Gamma-1642-L,Kepler 442b,Normal,19,NO,0,0,6256.8,0,544.5,*System Error*
7924-1,Ninaha,Mondalley,Earth,Gamma-1643-L,Kepler 186f,Normal,29,NO,5831.1,564.3,0,0,0,FALSE
7925-1,Elanie,Thorney,Earth,Gamma-1519-R,Kepler 186f,Normal,25,NO,0,554.4,9652.5,0,0,*System Error*
7926-1,Kenda,Paynard,Earth,Zeta-0515-L,Kepler 186f,Normal,34,NO,0,0,0,3613.5,12038.4,FALSE
7927-1,Sall,Bertsontry,Earth,Kappa-1283-L,Kepler 452b,Cryostasis,57,NO,0,0,0,0,0,*System Error*
7927-2,Dian,Bertsontry,Earth,Kappa-1283-L,Kepler 186f,Cryostasis,9,NO,0,0,0,0,0,*System Error*
7927-3,Rayley,Bertsontry,Earth,Kappa-1283-L,Kepler 186f,Normal,1,NO,0,0,0,0,0,*System Error*
7928-1,Mayne,Kramosley,Earth,Kappa-1280-R,Kepler 186f,Normal,30,NO,0,0,5662.8,39.6,49.5,*System Error*
7929-1,Mergak,Dissper,Trapist 1e,Delta-0312-R,Kepler 186f,Normal,32,NO,0,9009,574.2,16374.6,12048.3,FALSE
7930-1,Joela,Bardsey,Earth,,Kepler 186f,Cryostasis,15,NO,0,0,0,0,0,TRUE
7931-1,Raque,Sykess,Earth,Zeta-0524-R,Kepler 442b,Normal,32,NO,277.2,475.2,0,0,6157.8,*System Error*
7932-1,Shelle,Hahnstoneal,Earth,Kappa-1281-R,Kepler 186f,Normal,45,NO,49.5,0,8038.8,168.3,980.1,*System Error*
7933-1,Tos,Kra,55-Cancri e,Gamma-1644-L,Kepler 186f,Normal,27,NO,0,0,25928.1,0,0,*System Error*
7934-1,Razzle,Mith,55-Cancri e,Gamma-1520-R,Kepler 186f,Normal,5,NO,0,0,0,0,0,*System Error*
7934-2,,,55-Cancri e,Gamma-1520-R,Kepler 186f,Cryostasis,22,NO,0,0,0,0,0,*System Error*
7934-3,,,55-Cancri e,Gamma-1520-R,Kepler 442b,Normal,,NO,0,0,0,0,0,*System Error*
7935-1,Ward,Rodger,Earth,Gamma-1521-R,Kepler 186f,Normal,43,NO,831.6,0,59.4,8028.9,19.8,TRUE
7936-1,Gracey,Morelly,Earth,Gamma-1645-L,Kepler 186f,Normal,23,NO,69.3,0,6157.8,0,0,FALSE
7936-2,Carley,Morelly,Earth,Kappa-1285-L,Kepler 186f,Normal,1,NO,0,0,0,0,0,FALSE
7936-3,Lindy,Franey,Earth,Kappa-1285-L,Kepler 186f,Normal,10,NO,0,0,0,0,0,TRUE
7937-1,Misadr,Skessid,Trapist 1e,Alfa-0230-R,Kepler 186f,Normal,37,NO,0,94366.8,0,23027.4,4563.9,FALSE
7937-2,Sarino,Skessid,Trapist 1e,Alfa-0230-R,Kepler 442b,Cryostasis,32,NO,0,0,0,0,0,TRUE
7938-1,Charly,Andackson,Earth,Kappa-1286-L,Kepler 442b,Normal,42,NO,36204.3,10959.3,1356.3,267.3,0,*System Error*
7939-1,Jodyn,Foxter,Earth,Kappa-1282-R,Kepler 186f,Normal,29,NO,0,5870.7,0,2564.1,0,FALSE
7940-1,Camiet,Hinglendez,Earth,Gamma-1522-R,Kepler 186f,Normal,42,NO,5742,0,4425.3,59.4,0,FALSE
7941-1,Alrakan,Apedishaft,Trapist 1e,Epsilon-0258-L,Kepler 186f,Normal,43,NO,0,1148.4,105979.5,90891.9,99,FALSE
7942-1,Janne,Hales,Earth,Zeta-0516-L,Kepler 186f,Normal,26,NO,0,49.5,9.9,15978.6,0,*System Error*
7942-2,Ralda,Hales,Earth,,Kepler 186f,Normal,4,NO,0,0,0,0,0,*System Error*
7943-1,Meratz,Spedlybood,Trapist 1e,Delta-0259-L,Kepler 442b,Cryostasis,18,NO,0,0,0,0,0,TRUE
7943-2,Eleb,Spedlybood,Trapist 1e,Delta-0259-L,Kepler 452b,Normal,37,VIP,19.8,64389.6,0,970.2,39.6,TRUE
7944-1,Abigail,Reewerpic,Trapist 1e,Alfa-0231-R,Kepler 186f,Normal,17,NO,306.9,7959.6,9.9,46846.8,25512.3,FALSE
7944-2,Alexandar,Reewerpic,Trapist 1e,Alfa-0231-R,Kepler 186f,Cryostasis,41,NO,0,0,0,0,0,TRUE
7945-1,Mitch,Vloaf,55-Cancri e,Gamma-1523-R,Kepler 186f,Cryostasis,23,NO,0,0,0,0,0,TRUE
7946-1,Elly,Hooperez,Earth,Gamma-1646-L,Kepler 452b,Normal,26,NO,0,0,5979.6,0,900.9,TRUE
7947-1,Guark,Shbre,55-Cancri e,Gamma-1647-L,Kepler 186f,Normal,29,NO,17928.9,9.9,564.3,0,0,FALSE
7948-1,Elinda,Flynner,Earth,,Kepler 186f,Normal,29,NO,19.8,0,0,7464.6,0,*System Error*
7949-1,Armen,Barkeretton,Earth,Kappa-1284-R,Kepler 186f,,49,NO,0,138.6,0,23067,0,FALSE
7950-1,Idace,Ingston,,Kappa-1288-L,Kepler 186f,Normal,57,NO,0,16038,1574.1,0,0,FALSE
7950-2,,,Earth,Kappa-1288-L,Kepler 186f,Cryostasis,2,NO,0,0,0,0,0,TRUE
7950-3,Done,Ingston,Earth,Zeta-0517-L,Kepler 442b,Normal,24,NO,99,0,6177.6,0,841.5,TRUE
7950-4,Elany,Ingston,Earth,Kappa-1288-L,Kepler 186f,Cryostasis,27,NO,0,0,0,0,0,TRUE
7951-1,Beneba,Covere,Trapist 1e,Delta-0260-L,Kepler 442b,Cryostasis,16,NO,0,0,0,0,0,*System Error*
7952-1,Yots,Sueke,55-Cancri e,Gamma-1524-R,,Normal,63,NO,990,0,376.2,11988.9,0,FALSE
7952-2,Beris,Sueke,55-Cancri e,Zeta-0525-R,Kepler 186f,Normal,55,NO,8593.2,0,6791.4,5148,237.6,FALSE
7953-1,,,Earth,Gamma-1525-R,Kepler 186f,Normal,31,NO,118.8,0,0,10365.3,396,*System Error*
7954-1,Juline,Waltonson,Earth,Kappa-1285-R,Kepler 442b,Normal,31,NO,297,0,0,0,7722,FALSE
7955-1,Aude,Jorden,Earth,Kappa-1289-L,Kepler 186f,Normal,22,NO,6336,0,1425.6,1029.6,0,FALSE
7956-1,,,Earth,Kappa-1290-L,Kepler 186f,Normal,22,,0,5930.1,0,207.9,0,*System Error*
7957-1,Vane,Balderts,Earth,Kappa-1286-R,Kepler 452b,Cryostasis,20,NO,0,0,0,0,0,TRUE
7958-1,Suls,Frazo,55-Cancri e,Zeta-0526-R,Kepler 186f,Cryostasis,35,NO,0,0,0,0,0,TRUE
7959-1,Hene,Daughttley,Earth,Gamma-1648-L,Kepler 442b,Normal,32,NO,0,6761.7,5415.3,455.4,138.6,*System Error*
7960-1,Heidie,Quinnerettt,Earth,Gamma-1649-L,Kepler 186f,Normal,21,NO,9.9,69.3,0,6821.1,0,FALSE
7961-1,Quants,Burle,,Alfa-0232-R,Kepler 186f,Normal,41,NO,18859.5,0,4742.1,0,0,*System Error*
7962-1,Gwendy,Dillines,Earth,Kappa-1291-L,Kepler 186f,Normal,15,NO,0,3564,0,247.5,13266,FALSE
7963-1,Denis,Charpelaney,Earth,Gamma-1526-R,Kepler 186f,Normal,44,NO,0,19.8,20146.5,455.4,900.9,*System Error*
7963-2,Rankie,Charpelaney,Earth,Gamma-1526-R,Kepler 186f,Normal,24,NO,1593.9,4504.5,0,0,148.5,*System Error*
7963-3,Craine,Charpelaney,Earth,Kappa-1287-R,Kepler 442b,Cryostasis,19,NO,0,0,0,0,0,*System Error*
7964-1,Weaffs,Buche,55-Cancri e,Gamma-1527-R,Kepler 186f,Cryostasis,36,NO,0,0,0,0,0,*System Error*
7965-1,Jayne,Bradlerson,Earth,Kappa-1288-R,Kepler 186f,Cryostasis,23,NO,0,0,0,0,0,*System Error*
7966-1,Veroy,Bryangton,Earth,Zeta-0527-R,Kepler 186f,Normal,25,NO,4494.6,3296.7,0,0,0,*System Error*
7967-1,Doray,Ricews,Earth,Kappa-1289-R,Kepler 186f,Normal,22,NO,6840.9,0,0,0,148.5,FALSE
7968-1,Apsps,Nutte,55-Cancri e,Alfa-0233-R,Kepler 186f,Normal,56,NO,3722.4,0,8494.2,0,306.9,TRUE
7969-1,Evane,Vincenton,Earth,Kappa-1292-L,Kepler 442b,Cryostasis,17,NO,0,0,0,0,0,*System Error*
7970-1,Genif,Wassird,Trapist 1e,Epsilon-0259-L,Kepler 442b,Normal,19,NO,0,34570.8,0,5009.4,79.2,TRUE
7971-1,Mediton,Gealter,Trapist 1e,Delta-0313-R,Kepler 442b,Cryostasis,39,NO,0,0,0,0,0,*System Error*
7971-2,Keided,Gealter,Trapist 1e,Delta-0313-R,Kepler 442b,Normal,60,NO,0,6672.6,0,30125.7,2138.4,*System Error*
7972-1,Hadlam,Cattyried,Trapist 1e,Delta-0261-L,Kepler 442b,Cryostasis,34,NO,0,0,0,0,0,TRUE
7972-2,Atinon,Cattyried,Trapist 1e,Delta-0261-L,Kepler 186f,Normal,37,NO,0,2435.4,247.5,415.8,36927,FALSE
7973-1,Batan,Drelcate,,Epsilon-0298-R,Kepler 186f,Cryostasis,32,NO,0,0,0,0,0,TRUE
7974-1,Azim,Geatenth,Trapist 1e,Epsilon-0260-L,Kepler 186f,Normal,29,NO,0,22948.2,11157.3,23987.7,1138.5,FALSE
7974-2,Ionon,Geatenth,Trapist 1e,Epsilon-0260-L,Kepler 186f,Normal,2,NO,0,356.4,881.1,9385.2,9177.3,FALSE
7975-1,Stchex,Cone,55-Cancri e,Gamma-1650-L,Kepler 186f,Cryostasis,2,NO,0,0,0,0,0,*System Error*
7976-1,Leonyl,Meltonway,Earth,Kappa-1290-R,Kepler 452b,Cryostasis,15,NO,0,0,0,0,0,TRUE
7977-1,Toat,Fisty,55-Cancri e,Zeta-0528-R,Kepler 186f,Normal,23,NO,0,0,0,0,0,*System Error*
7978-1,Hilip,Mirezavis,Earth,Kappa-1293-L,Kepler 186f,Normal,,NO,0,0,0,0,0,*System Error*
7978-2,Caseya,Mirezavis,Earth,Gamma-1651-L,Kepler 186f,Normal,17,NO,6652.8,19.8,9.9,2900.7,0,*System Error*
7979-1,Hocops,Sincy,55-Cancri e,Alfa-0248-L,Kepler 186f,Normal,39,NO,9088.2,0,7880.4,6553.8,69.3,*System Error*
7980-1,Colal,Jaff,55-Cancri e,Gamma-1652-L,Kepler 186f,Normal,27,NO,13107.6,2475,0,0,0,*System Error*
7981-1,Glorey,Paulllegory,Earth,Gamma-1653-L,Kepler 186f,Normal,25,NO,237.6,1722.6,0,5039.1,148.5,FALSE
7981-2,Shanie,Paulllegory,Earth,Kappa-1294-L,Kepler 186f,Normal,24,NO,306.9,0,9.9,247.5,7494.3,FALSE
7982-1,,,Trapist 1e,Delta-0262-L,Kepler 186f,Cryostasis,33,NO,0,0,0,0,0,FALSE
7982-2,Alrair,Bealvewd,Trapist 1e,Delta-0262-L,Kepler 186f,Cryostasis,20,NO,0,0,0,0,0,TRUE
7983-1,Alderak,Wassird,Trapist 1e,,Kepler 186f,Cryostasis,55,NO,0,0,0,0,0,TRUE
7984-1,Cran,Birt,55-Cancri e,Gamma-1654-L,Kepler 186f,Normal,6,NO,0,0,0,0,0,TRUE
7984-2,Murs,Birt,55-Cancri e,Gamma-1654-L,Kepler 186f,Cryostasis,26,NO,0,0,0,0,0,TRUE
7984-3,Smal,Birt,55-Cancri e,Gamma-1654-L,Kepler 186f,Normal,24,NO,6425.1,0,6157.8,0,0,TRUE
7984-4,Guakes,Birt,55-Cancri e,Gamma-1654-L,Kepler 186f,Normal,2,NO,0,0,0,0,0,TRUE
7985-1,Davis,Bulliamoses,Earth,Gamma-1655-L,Kepler 186f,Normal,20,,19493.1,0,3069,0,0,TRUE
7986-1,Weet,Pimne,55-Cancri e,Gamma-1656-L,Kepler 186f,Normal,22,NO,8296.2,445.5,4504.5,0,0,FALSE
7987-1,Doulls,Boyst,55-Cancri e,Alfa-0249-L,Kepler 186f,Normal,42,NO,37709.1,0,207.9,0,9.9,FALSE
7988-1,Phoros,Wirdley,Trapist 1e,Delta-0314-R,Kepler 186f,Cryostasis,51,NO,0,0,0,0,0,TRUE
7989-1,Perryl,Baketton,Earth,Kappa-1291-R,Kepler 452b,Cryostasis,26,NO,0,0,0,0,0,FALSE
7990-1,Becca,Dorsenry,Earth,Kappa-1295-L,Kepler 442b,Cryostasis,23,NO,0,0,0,0,0,TRUE
